review_id,rating,review_text
e180587f-689a-4e76-972b-2159e420d263,1,"susah amat daftarin anak,katanya mempermudah malah mempersulit.nasib orang jelata"
59851721-cc65-44f5-9b48-f84e70d2ac3c,5,ok
4977a6f4-7ed0-40c6-9a10-a16d9a7887f7,5,lancar jaya
5a07b662-db0a-4c83-be9c-a8b38a3d74ed,1,gak bisa login apk secara terus menerus dgn alasan udah pernah 3 kali login dgn data nik yg beda padahal nyoba di hp kader posyandu bisa login walaupun udah puluhan data nik dimasukin udah coba update udah coba buat pengaduan ke pandawa gak ada solusi udah berkali2 instal ulang tetep gk bsa sampe restart hp pun udah aneh banget padahal bertahun2 pake JKN dihp yg sama tp skrg malah gak bsa login sama sekali.tolong perbaikannya ini kan aplikasi layanan masyarkat jgn mempersulit kami sbg masyarakt
c614ddb0-6a21-41ac-8d02-12298075793e,5,Layanan nya sangat membantu
026e0512-de38-4ea2-9eee-65cdbabd834a,5,"Alhamdulillah sekarang mudah menggunakan aplikasi ini,tadinya sulit karna semua anggota TDK bisa masuk dalam satu aplikasi ini,semoga semakin kedepan semakin baik lagi 🤗🤗"
11b21c6b-9a89-42b3-a973-9103a111aac3,5,sangat membantu
fe655321-5f9d-4c93-8dc7-504d312e837e,5,Smart
5cd6af17-4f30-4dd1-ac39-8e998e7cadc7,5,apk mantap 🙏
36bac7e3-e7e0-4868-a244-fb20bbac2db4,1,kode captcha gak mau muncul
deb00106-bfad-4081-97aa-2b88a208e0ae,5,ok
62b92060-5612-468b-95f3-c44aceff712f,5,InsyaAllah very Helpfull
b3e01ffe-415d-45be-8c93-18f5969f5fed,2,saya ingin menambahkan nomor hp lewat aplikasi mobile jkn kaga bisa2.. mohon bantuan nya
45c3f65a-82c5-4412-bf37-7d0a5be98d1e,5,sejauh ini cukup bagus dan mudah digunakan.
59c5a4ee-a18e-49a0-9561-43ca29a10981,5,ok
553a40e6-d2eb-4d48-b78a-c423d3da0f14,1,"aplikasi pemerintah kok seELEK gini jink, gw dah masukin NIK sama Captcha itu dah bener co tapi ga bisa ngapa-ngapain muter muter mulu gajelas"
5766b888-854f-441b-b977-198c5c12c70f,5,Amanah
d20c11b8-09ac-4030-aad4-2a6d40257ba0,5,sangat Membantu di Saat keadaan Urgent
2829da46-603f-413a-8bcf-098f62d5d894,5,Mobile JKN sangat memudahkan
e9bf12f9-e625-4cdb-ae3a-ebfdd4a5cb0e,1,apk SAMPAH
b49aec00-f202-4d35-93f6-b4b08025a6a7,5,appsnya oke
1efdc836-4dac-4da6-a5ab-9960b1b440e7,4,"kalau udh pindah orientasi dari potrait ke Landscape, suka gak balik lagi ke potrait, hmmm"
d6669cfb-c83b-4e3e-8fc6-15ef56d93ae9,5,"cukup bagus,tp klo sering disarankan ganti PIN berkala takut lupa PIN"
97a5a776-a823-4f51-9e39-6ac7de1fb273,5,jos
4ce29966-509b-43e8-b57f-31d8c72d93f5,1,tiap hari beda aturan ini aplikasi
09d485fe-56c8-466e-bb76-765d228e4529,4,kak gimna cara hapus satu akun di mobile jkn 1 aplikasi 3 nomor nik
dd223060-5111-4e86-9274-633b406364c4,5,"mantap,, bisa pindah faskes lewat aplikasi,, the best pokoknya kak"
772aa559-3dc8-4f73-9e69-f97cc0206f0e,5,"ok, walaupun agak sulit"
f5fbe8cb-d08a-40ba-8b33-53cdc8e69e6e,5,aplikasinya bagus
176e16ec-4614-42f3-b4d2-8067f36113eb,5,ok
b19651d3-fafb-468a-a7a8-acc8c55a8320,1,alamat nya berubah sendiri... padahal alamat surat dari dulu gk saya rubah.... mau komplain di WA 2 hari gk direspon.... buruk banget kualitas nya
e1fdeb11-d02f-4a25-b6d7-2feaf5f4654f,5,bagus
21d24880-f6cc-4883-a7c0-9af9e4a06cdc,1,Tolong untuk untuk kode OTP gk masuk-masuk dan selalu log out sendiri padahal jaringan lancar dan aman terimakasih.
70be7f2d-91c0-409e-aa58-2467c862cc22,5,bagus & memuaskan
48d031d8-10cd-4803-a707-c9f136761e40,5,bagus layanannya
5edba596-e151-44f5-a69c-061de64c226f,5,"nice, ubah faskes lebih mudah"
c04fc352-f66c-480c-9a8a-1b2b51703357,1,apk gak jelas sandi salah mulu padahal udah bener
18e068ec-a29d-4572-a4c8-18691a961f58,5,"Trimakasih, Aplikasi Mobile JKN ini sangat penting dan berguna untuk Saya pribadi dan keluarga."
a5c3f807-b432-4493-a6d1-e37b73728089,1,pendaftaran antri priksa selalu transaksi blm selesai
bd899c13-b3e7-4fce-ab7e-b6844f83b1d5,5,ok
0d1375e1-4a13-4b14-b083-07be3f91c089,5,semoga bermanfaat wasalam
bf8aea2c-2fc5-4e9c-9ce9-e99279a0f63d,1,"apknya eror ya masak sandi salah terus,giliran tanya lupa kata sandi kirim kode otp nggk bisa,suruh coba lagi terus, tolong di benerin dong apknya"
91c67f4e-ff92-4b7c-bf91-87ddecae7a41,5,Alhamdulillah sangat membantu
4aca4514-d4da-405a-9be6-28a66648ef3c,5,"aplikasi kaga jelas,masa bayar telat sama dendanya sama..ga ngotak"
f354df4d-92e2-4741-b4c1-e3ec46c243b9,5,bagus
0876a265-31cf-42f5-941f-ed1403b53d1f,5,mantap
20509349-8842-474d-9b55-f4c23877f885,5,mantab
5d03a230-b22f-4987-b506-9f31ebf13455,1,kenapa sekarang tidak bisa screenshot nomor antrian online nya ? bulan kemarin masih bisa.. apa penyebabnya ya ?
39d3a951-e514-48e9-b98a-f2fd1ca07460,5,"saya kepala keluarga di JKN kis tapi pas mau menambahkan anggota keluarga/istri/ ko ga bisa ya, tolong harus nya sudah terdaftar karna saya kepala keluarga ,saya orang tidak mampu 🙏"
66f5dcc9-1430-4f0c-9889-f4c9fbe9b631,1,susah untuk daftar gagal terus
9abd4551-950b-490a-bfb6-141ac0576432,4,sudah bagus cukup ditingkatkan secara perlahan
eb959a79-1ac9-43ef-ada9-720a4751de51,1,"buat login aj gk bsa,minta verifikasi kode otp tpi kode ny gak d kirim"
6eb2ecb3-b8cb-42eb-b337-a66aeb15913f,3,"sebenarnya aplikasi ini sdh bagus, tapi 2 bln terakhir ada aja masalah di pendaftaran poli. bulan lalu nama dokter berubah & tdk bisa diganti. skrg dokter yg praktek tidak tersedia, padahal ditanyakan ke RS dokternya praktek di tgl tsb. bikin mumed aja ini aplikasi... Di PANDAWA kasih pilihan utk CHAT WA dong..."
7f33c577-e92e-45e4-a3b1-c455a547e346,1,tidak bisa di download huuuuuuu
b76c0b76-3c87-4275-add1-805493fe8512,5,makasiiih banyak
a9cac43c-b0c0-4ccc-831a-99af022a1022,5,mantappppppppppp
d3802240-df53-413a-9216-b5921f453a78,5,aplikasinya sangat membantu saya
c3cc4c73-04d8-4ea4-accf-e8807e5dbf65,5,Lebih mudah dan efisien.
e9483a56-7226-4652-a3f3-de74bc7aaa50,5,sangat membantu dalam perubahan data ...
4d73c1ec-12fc-492c-8e01-2cee1f63bb62,1,"mau berobat aja skrng ribet bgt yah, gimana kalo org gapunya hp atau gapunya kuota, aplikasi nya juga jelek banget!! pemerintah cuma mempersulit doang!"
eab56125-b720-4dbc-9dea-171217cbade9,5,"Alhamdulillah, mobile JKN,sangat membantu peserta seperti saya...."
67f3df26-1fe3-40f1-9787-9d0b2970480e,1,"pendaftaran autodebit terkendala padahal udah nyiapin 2 bank, yang bca gabisa yang bri kode otp nya ngga terkirim kirim"
07063154-638f-42a1-b7a3-6360f5b4455f,5,mempermudah
ad63df27-35e3-424a-b777-573871d0ecaf,1,"lebih dari satu jam untuk masuk ke aplikasi ini tapi selalu gagal..... ini aplikasi bukannya bantu, malah bikin pusing"
4937a5a5-ea3e-43b0-860a-662611737cce,4,mudah dimengerti
4d844db1-b69b-4de7-a7f5-8cb910fdde28,5,"Selama memakai bagus tidak ada kendala sama sekali, visualisasinya bagus bagus dan semua vitur sangat membantu"
6ca59376-ce85-4794-bf91-f4995806c808,3,"lupa sandi udah minta verifikasi lewat SMS tapi gak di kirim kodenya padahal nomer udah bener, gk bisa lewat e-mail belum terdaftar, tolong dong ini gimana sih"
4a22e959-3ca7-4d8f-b448-ba2505bee199,5,Semoga lebih baik lagi
65d0192e-d659-4b5e-900e-e590614286e2,1,"saya mau log in akun knp gak bisa...? terus sandi salah,, saya pakai fitur lupa sandi, Terima verifikasi otp lewat SMS malah gak Terima Terima otp nya, gimana sih ini aplikasi tambah bobrok,,"
ebd68e49-7b01-4a9a-a400-d9bbc8877efc,5,sangat membantu
33e4f226-c3b9-4590-919e-6ac6fcf98bae,5,bagus dan bermanfaat
8db86875-a00b-49bc-8892-ee45f71fe051,5,Bagus
db0049cb-89ae-4089-92e4-ace9737a37a0,5,Alhamdulillah mobile JKN mempermudah dalam berbagai layanan ...
51ca13df-b821-4c9a-8522-c57982e9c1ab,5,sangat membantu
c93678c1-6485-4a9e-a09a-b204625e0d3f,1,lebih parah nya gak bisa di screenshot pembaruan kemarin bagaimana saya di kota istri di kp saat mau kontrol atau berobat bukan ngasih kemudahan malah ngasih kesulitan
23404513-a91b-4c05-b488-3a22dfc5f594,5,Sangat Bermanfaat Sekali Aplikasinya
0ac63db8-763b-4a45-b325-09e071a89dfc,5,mantap
61fa2a8a-a26e-4481-9980-f51ab00c32bb,5,bagus
f8cdf1ae-891f-41f6-aeb8-c2958f7bd019,5,sangat membantu
9e3e17a2-e760-43ef-b586-04c2c3abdd40,3,"versi sekarang sudah tidak bisa screenshot, padahal sangat penting saat sy ingin mengirimkan tangkapan layar nomor kartu bpjs istri/anak saat kita sedang bekerja di luar daerah. mohon kembalikan fitur tersebut."
10c4674f-c57e-4547-b6d5-149719d7d7cf,5,ah lumayan lah daripada tidak ada
f15ef922-4beb-4244-8760-2a585a3a8278,1,"ini anaknya ya yang rating, ni apk bodoh banget. perasaan dlu pernah login tapi malah telogout sendiri, terus lupa password minta kirim kode otp malah ga dikirik2 , ni yang ngirim ngelem atau malas sih. kalo bot gw wajarin tapi kalo manusia tolol banget. ga niat kerja"
028c21d6-2213-44a1-9cbb-4363caf451b1,1,scan muka lalap ngak bisa
f4c58986-4b7b-4dfb-8a2f-66936b30300b,5,bagus . hanya aplikasinya sering tidak mau terbuka . harus di hapus dulu baru di pasang lagi......!
af3b6159-cc64-46f3-bffc-f69e70fc15fb,1,kenapa sejak Oktober 2025 kok tidak bisa auto debit lagi melakukan pembayaran padahal saya sudah terkoneksi dengan Bank Mandiri
f898bec2-f3b6-48cd-8fb1-970c2730ff32,1,setelah update buat login susah. captcha muter terus..
aa1d96aa-360e-4f53-b63d-0a8230d18846,1,ribet sumpah deh gatau kenapa x.. aku coba daftarin punya saudara tp aplikasi keluar sendiri terus
69949bc3-1cfe-4f6f-93ac-2f3cff55b26f,1,"saya kecewa, saya sudah daftar periksa di klinik lewat antrian mobile JKN dapat nomor antrian 2, sampai klinik kok antrian mobile JKN tidak dipakai, malah dahuluin yg ga pake mobile JKN alias datang manual, tolong hapus aja sistem antrian online kalau di faskes 1 tidak diterapkan."
c79a4f09-9057-474b-b001-e66d8745b416,2,"maksudnya gimana ini, tgl 10 sudah dibayar kok tgl 15 saldo terpotong lagi, ini gimana sistemnya. . ngawur banget"
57e3f025-a7d1-4c0e-a848-33e6e1f65ed0,3,"ternyata aplikasinya tidak bisa login buat 3 nik, padahal 2 orang lansia saya tidak punya hp dan butuh pengobatan memakai mjk"
9043e037-d8cf-47ba-bd06-d423144ea228,1,bukanya dipermudah malah dipersulit nih aplikasi.. sehat kaga pusing iya LOG OUT NIK SALAH terlalu lah kalian klo tender aplikasi..
dadd62c9-152c-4067-9b90-8617f4caa270,5,pindah fasilitas kesehatan tidak perlu pergi ke kantor bpjs. bisa lewat aplikasi jkn ini. mudah tidak ribet sama sekali 🥰
721b35f1-7a66-48bc-98fc-faf561515baa,3,"kenapa setelah 2 minggu tidak dipakai harus memasukkan nik dan password lagi, itu sangat menyusahkan bagi pengguna lansia dan yang lupa password, tolong kalau bisa terus login untuk menghemat waktu pendaftaran antrian"
cf459638-808b-4604-9b48-ec5816d7e030,5,mantap
7145c1bd-2523-43db-ba47-453dd425315c,5,baik
68ede976-042a-4775-bb11-b5f98a0ce105,5,memudahkan kita untuk pergi berobat
83c95a08-ccc9-4794-b25d-f6dacbe20676,5,Baru tau sekarang ada aplikasinya jadi lebih mudah😍
6648963b-46c0-4104-89fe-b87217f078d6,3,"Sayang sekali, kalau pindah Faskes gak langsung berubah saat kita mau ambil nomor antrian online, masih tetap di faskes sebelumnya."
d8cc4117-258c-4436-b500-1cba350ce540,3,kenapa sekarang jadi tidak bisa daftar online kalau mau ngambil antrian
86c3d750-09c6-42b3-9aab-20493289c3fb,1,masuk gagal terus padahal nomer nik dan pasword sama dengan yg dulu tdk prnh ganti
8c7feaea-bf9c-4094-843b-da292773f061,1,"ini aplikasi busuk banget, tiap mau dipakai harus log-in mulu. ini kalo saya lupa sama email/password atau lagi gak bawa KTP buat masukin 16digit NIK gimana ini? masa keluar otomatis mulu."
caf9b02a-a1a9-4eb1-b867-5ceb1d81e940,1,"ga bisa login karena capta nya cuman muter"" trs"
1e3fdf30-ec18-47cf-a3e2-80df9e2fc881,5,baik
203338c5-4a81-43b5-a0af-d1de5b1c306a,5,terima kasih JKN MANTAP
f1368c56-5e3e-451f-b0f0-0ea7c27b940a,5,mantap BPJS mah
74358b3e-af14-4d8a-a544-c68cdd94d106,5,bagus sekali mempermudah untuk dapat nomor antrean
7b144b78-159c-42f4-b869-4653e8cd4285,5,sangat memuaskan tanpa bolak balik ke kantor BPJS sdh bisa merubah fasilitas dan domisili lewat aplikasi
4f3424b9-b559-4766-b5c4-e2822a00d714,5,Sangat Membantu Sekali Dalam Layanan kesehatan'
ea488ecd-2065-4670-8eb8-190ebff4bd5b,1,repot skali..hrus download aplikasi...bukannya mempermudah malah mempersulit pasien...
be1ee071-8ea9-4d2a-81a2-240ec94ae177,5,ok
d6391eda-e6cf-498a-adb4-f3abe075bc40,5,sangat membantu
bd8e5478-bf36-477f-a639-5c1e4c4a8a26,5,lebih mudah aplikasi sangat Bagus
43132064-63a9-4beb-834e-8a575e3c14fb,5,bagus dan mudah
fcd1dd72-5fea-4c00-87c8-2f9c653e0392,5,sangat mudah dan membantu
4d2e96f1-49d9-4f0f-87ae-669e620cf84b,5,sedikit membantu
a4c8cc5e-b2c4-4690-adcc-831a69db3686,5,mantap
a404a6b5-b526-4854-ac3e-1c0818eda516,1,tampilan susah untuk pengguna awal. harus butuh password terus untuk login . otp lama mengirim
607ad7e6-b075-45bd-8103-8591b0a831d3,4,"saya kan sudah daftar di aplikasi jkn, tapi ketika sama mau login saya lupa pin, dan minta bantuan pin ulang tapi setelah input nik, harus input captca tapi captcha muter terus bufering. gmana nih?"
f57f8d03-fec7-49df-9238-067ae781d3a8,1,APK nggak guna baru login 3 kali nggak bisa masuk lagi harus hbungi 165 merepotkan
364be7ad-ac78-4835-8d82-692eb2bbcb79,5,Alhamdulillah lancar .
9536f5eb-0eea-4274-a083-2d13c9c09a13,5,bagus
3c502e5c-78c5-483f-954d-3505b4007dc8,5,Membantu sekali
0991c691-0663-4e5d-804d-65870a2203d3,5,sangat membantu. dan mempermudah
b5f5389f-510e-49c6-a902-b9dc154914bd,3,Habis update Aplikasi kenapa mesti login ulang? Sangat merepotkan 👎
ce6491b2-b17d-4b5b-983d-d6d887a58935,1,"kalo aplikasi blm siap, jng dulu di launching dech. daftar aja susah, muter trs..... mau periksa hrs daftar online. tp aplikasi nya masih busuk...."
5dab154e-356c-4dca-a021-5254bcff3544,5,nice good
d1127b91-2667-44cf-84df-70de75b15885,5,good
f68d9e8b-943b-4ce7-b308-0083cea0bef8,5,dan masih tetep ga bisa msk walaupun udh bener dan di daftar ulang dan jawabannya nik anda udh terdaftar TPI tetep ga bisa msk walaupun udh bener semua
b66126d6-b17e-4f31-a1f4-2bc6aee703fb,5,"sejauh ini, ini yang paling jauh. sebagus ini, ini yang paling baik"
30c28f86-f672-4280-bf51-57c4bec1c547,5,sangat puas dengan layanan nya
bca84e72-a9d7-4951-91de-fd9e629ec1ba,5,mau pindah faskes sekarang gampang
055d2c9e-eb98-4428-92e0-3c0a057e4699,1,Mau login saja susahnya...ampun dah
e89fc7ed-dd34-4032-aaba-53afe1fa9df5,3,ya saya sangat puas
67e862fd-fcdd-4dbd-99fc-73344a24b224,5,membantu tp ada sedikit yg ga praktis
ca9866f5-cf05-4e41-b2ba-1ed9be6989c1,5,mantap...
816258ef-3bb0-485f-ba86-ca97c113d3c9,5,Aplikasi simple & sangat membantu
e075f49a-61f5-424c-afd6-2c88aaa6cb85,5,mudah di mengerti
298e39e4-25ee-4cfa-a697-a98dbc2005f7,1,"ngebug dan sangat buruk ,, suruh ngapdet Mulu ,, keluar sendiri mau login susah ,, kalau bikin aplikasi yang jelas donk"
9cc701b0-2b0d-4a63-a939-019e483895ec,5,sangat membantu dan selalu diperbaharui biar semakin nyaman
51ad756e-f3c0-4a53-b603-3171e6624d17,5,terimakasih
7357836e-5b47-40de-b993-acd83b9a767e,1,"kesel bgt sama faskes tingkat pertama masa mau brobt jam 8 pagi kliniknya belum buka, trus stngah 11 ke klinik lagi malah dokternya udh istirahat, cape bolak balik klinik , gmn ini ya melayani masyarakat ko seperti ini? apakah bisa diubah sistem kerja nya diklinik putra gemilang cikampek??? saya sebagai pasien kecewa atas pelayanannya yg kurang maksimal !! trimakasih"
c7910d60-6778-4c66-9259-89ce13e98393,5,Bagus
d805adfe-8bec-4d60-9678-7f511e6d57fd,5,Sangat recommended
6a4eb007-97af-492d-82ed-1cc395081dc4,5,Bagus
d7b003ef-90b9-499c-be70-d1f31b3c1160,1,"aplikasi buatan pemerintah banyak ga faedahnya, NIK gapernah ada di akun lain tapi ada nomer lain yg pegang NIK gw hadehh ditinggal off sebulan tiba² log out"
da515ace-18c8-4d4c-acea-ecfbc9fdb4a0,1,aplikasi ribet kaga bisa discreenshoot pas pendaftaran online.. padahal fitur itu perlu kalau buat bukti yang sakit dirumah bisa kita daftarkan..
7d10c154-bb08-4c99-afdb-a671b561cb66,5,bagus
e4168079-a993-44fe-9333-bb57ece0ce0b,5,top
a761f8ca-5401-47dd-91cd-46b6047c0fae,5,sangat sangat membantu dan berguna
1c705ccd-1c12-439c-b15d-3c8ea2e9d2d1,5,"bagus, sangat membantu."
53d5c0ef-4ab7-4d1a-9542-71ebdf810d9a,5,Sangat mudah menggunakannya terimakasih BPJS
81e02398-598f-4480-beba-a9ca48245434,1,"aplikasi sampah, mau verif wajah aja sudah bgt. sy padahal dah di tempat terang, saya sampe bela2in ke luar cm buat dpt cahaya, hasilnya nihil. apakah sy harus ke matahari dlu buat ambil selfie doang?"
797962f3-c5e5-4664-86ea-08a2b78dcb82,2,"Kenapa sekarang nomor antrian sudah tidak bisa di screenshot lagi, kalau fiturnya sudah mulai di batasi, minimal disitu kasih fitur download foto nomor antrian nya. Kalau antrian online harusnya gk hilang atau ada riwayatnya. Ini giliran mau di tunjukkin ke loket malah hilang terus gk ada riwayatnya 🫨. Masa kita bikin dari nol di tempat lokasi lalu di liatkan segera ke loket, apa bedanya sama datang langsung. Malah jadi gk berguna fitur ini. Liat aplikasi tix.id tuh contoh fitur online sempurna"
7309a5f8-1696-41bb-8193-32d5cc2bfa26,1,"Di app harus masuk ulang, tapi setelah saya masukkan NIK dan Pasword selalu muncul keterangan kalau NIK dan pasword salah, padahal saya pastikan semua sudah sesuai. Akhirnya klik lupa sandi, tapi di sms tidaj pernah masuk kode OTP, kemudian klik lagi email, tapi gagal lagi karna tidak terdaftar, padahal dulu pernah masukkan email. Bagaumana solusinya? Sedangkan saya harus ambil antrian untuk ke faskes 1 dan rencana lanjut di RS"
b85985df-3d1f-4acc-9776-b73e921ef274,5,sip dah keren banget
c536fa04-cfec-4f94-af0a-d8e09b6d7f46,5,siiip
922eab60-3ef1-4cd7-866f-4c2b1fbbbd28,4,sukses
6d83d903-3070-4f53-b1b3-ad16552dfe00,1,"lupa password, mau diganti tp kode otp tidak dikirim2, akhirnya aplikasi tdk bisa dipakai."
50648022-5e8f-4e23-814e-a75ce12dc509,5,sangat brmanfaat cara msuk nya juga sangat gampang ...terimaksih jkn kis brobat jd lbih mudah gak antri lama bisa daftar online...sukses trus
635f5902-6cb3-4bdb-a0d4-30bb4fd9397b,1,bpjs susah di buka sandi bner pas masuk lagi ga bisa kecewa
02ad4d78-e57e-4b19-ba4f-affbeab92100,5,sangat bermanfaat
4e45a152-336e-4c10-87b5-bdea33f06578,1,harusny kalau ss masih diperbolehkan
e53ca4b9-68ff-4a70-86ea-e585fe728bb2,1,aplikasi jkn sering eror daftar Mulu payah harusnya dibuat muda masyarakat jangan dipersulit
7208216b-93aa-41b4-9da3-7042bca07422,5,mohon info dong Mind.. Bagaimana cara cek untuk kepesertaan bpjs kita masuk pemutihan tunggakan atau tidak? terimakasih.
fae256c6-b9d0-4f50-9018-2c4e1c345087,5,sangat membantu
13f83511-ffe2-43fb-8026-df9cbf7d5e68,1,ini aplikasinya nggak bisa di bukak kenapa yaa?
d75eb4b7-e67b-4181-90db-372f28656cca,1,"Tombol ""masuk"" tidak bisa diklik sedangkan tombol ""fingerprint"" dan ""lupa kata sandi"" bisa diklik. Tolong diperbaiki!"
a24fa8fa-cbbd-4bc8-9478-6fa30c8d6ba8,5,sangat membantu
9046303b-3575-4fb1-a2d0-57f8da7c890a,1,Tidak terhubung sma server rs mulu sma apaan tau ga bisa bisa buruk bgt nih
9485e09f-dd51-4456-96c6-3f96bddc5f3b,1,"apk apa ini ? bukan nya membantu , malah mempersulit , lalap log out , lalap minta log in"
e097d5aa-0127-4611-9349-1b0095a7de6c,5,mantap
2370aa7b-5911-49df-9577-0343e748068c,5,good
39810a49-9a00-4992-8799-946e18917ef4,1,"tolong utk nomor antrian harus nya bisa di screenshot, karna aplikasi anda sering eror, biar lebih gampang ketika sdh d faskes, awal input sdh benar pas sdh d simpan nama yg tertera salah malah kepilih nama kepala keluarga pdhl yg sakit istri dan awal inlut yg di pilih nama istri, fungsi utama aplikasi ini memudahkan atau menyulitkan sih sbnrnya?"
a75e3bab-52db-464c-80ae-f2fe10479ae0,5,sangat membantu
d369f623-ab95-41ba-94b6-389b9c5018ba,1,terlalu rumit dan kadang aplikasi error
ac25de65-10e6-4ccb-bf84-76a46343642b,4,bagus sekali
80000c0d-798f-4750-82ee-add2d1d1625d,5,oke
375a55dc-7826-48eb-87ae-c388989eb5a6,5,satpamnya sigap...
21d8859b-7de3-4c05-a599-7265a7aab7ce,1,"pas mau daftar auto debit , Kirim Nomor Verifikasi tapi tidak ada nomor/kode yang masuk , udah di coba ke beberapa nomor Kartu tetep ga bisa , aplikasi gagal"
f00ed7b1-f3a9-4dc8-8c35-50b86b6eb29b,2,apk bener2 gak guna mau login GK bisa kata sandi salah giliran ganti kata sandi katanya no hp belum terdaftar mau daftar ulang nik udah terdaftar suka2 yg punya apk aja merugikan
3b6552ab-afb4-4349-8e7d-d1fefb9ea5e3,5,terima kasih
d3c27f63-e9fe-4eba-87aa-2a7684bf3713,1,"mohon untuk di perbaiki aplikasinya, terdapat BUG dimana ketika aplikasi berubah tampilan dari potrait ke landscape, aplikasi akan ke lock di mode landscape dan tidak bisa kembali ke mode potrait, jadi harus close aplikasi dulu baru bisa normal lagi"
c0b30c1f-9ef4-418a-aff8-b79e065e1ffc,3,"saya mendaftarkan BPJS kesehatan, dari tahun 2023, baru kali ini minta kode otp ga masuk"" giliran ganti nomor dan email sudah berhasil, tetep aja ga bisa verifikasi kode otp, malah alamat email belum terdaftar, pembaharuan aplikasi malah tambah parah bug Mulu"
8d35a79c-7de2-49e6-b302-3b0bd3496714,5,jadi lebih simple penggunaan nya
8cfb77c5-ba40-4659-83a3-84a7bdaa3d9a,5,ok.... baik
f630a339-002f-4940-ac9d-dbd5b4a6c65c,4,sangat membantu sekali
3d893c18-d31b-465d-a496-b6145d7ffd1d,5,pelayanan cepat
39a395a3-82e9-4eca-8e3d-e47f7299271e,5,mantap
29d9ff29-408f-43dc-9d6d-fe01f6832659,5,bagus
7d9a80fb-d95b-45d1-831c-7eeb81527947,5,mantap semuanya mudah hanya lewat HP
373bdeee-5539-4155-811b-52760de84081,5,terimakasih
e78c4022-45ee-4d49-a734-eb280471b619,1,pelayanannya jelek banget!! antrian selalu penuh. kacau
3633bbdf-8772-43e9-81b3-736b15e2f01b,5,sangat bermanfaat dan memudahkan👍
3e36b3b9-9095-48a0-8bf5-cb3439f93d43,1,apk bongko raiso dinggo
