review_id,rating,review_text,cleaned_text,sentiment
086b09a4-0fff-4fd3-a0be-9ad61d8f0ffe,1,"aplikasi ini makin gk jelas..habis di update malah mau masuk lagi gk bisa kode captcha gk keluar""...bayar tiap bulan gk prnah telat malah makin gk jelas apkny",aplikasi ini makin gk jelashabis di update malah mau masuk lagi gk bisa kode captcha gk keluarbayar tiap bulan gk prnah telat malah makin gk jelas apkny,Negative
30bdbc56-bd0e-40ef-8046-3be73c0d3472,5,okeoke,okeoke,Positive
6234ea18-2ceb-4620-b3bd-4c056570dbf5,5,batre tidak menyala,batre tidak menyala,Positive
64f9b73f-d46b-4370-83d7-76ca54447956,3,login lewat email gabisa. pas pake hp ga muncul otpnya. tolong diperbaiki bugnya,login lewat email gabisa pas pake hp ga muncul otpnya tolong diperbaiki bugnya,Neutral
52915f84-44ba-4e20-8343-07c80475f7b2,1,najis bangtt login lagi login lagi tiap mau bayar BPJS harus login kmbali login kmbali apa apaan X mksd nya udah d isi smua formulir ny pncet masuk seakan ky hp kita ngelag gabisa d pncet tapi klo ngtik lainya normal,najis bangtt login lagi login lagi tiap mau bayar bpjs harus login kmbali login kmbali apa apaan x mksd nya udah d isi smua formulir ny pncet masuk seakan ky hp kita ngelag gabisa d pncet tapi klo ngtik lainya normal,Negative
cede5af0-4b1d-4af0-9d57-aeb9f6a200e8,1,waktu di suruh bikin akun di aplikasi ini biar mempersingkat waktu. tapi ttep aja nunggu nya lama estimasi 60 mnit harus sampai sblum jam antrian trus udah jam antrian masih nunggu juga 2 jam lebih jadi total nunggu dgn aplikasi ini juga sama 3jam lebih. terus perbaharui kalo blum di layani jgn di konfirmasi olih petugas ny harus pasien yang konfirmasi. di aplikasi sudah di layani lebih cepat pdahl masih nunggu lama sampe 3 jam,waktu di suruh bikin akun di aplikasi ini biar mempersingkat waktu tapi ttep aja nunggu nya lama estimasi mnit harus sampai sblum jam antrian trus udah jam antrian masih nunggu juga jam lebih jadi total nunggu dgn aplikasi ini juga sama jam lebih terus perbaharui kalo blum di layani jgn di konfirmasi olih petugas ny harus pasien yang konfirmasi di aplikasi sudah di layani lebih cepat pdahl masih nunggu lama sampe jam,Negative
d96a42c0-27f0-44b2-a135-a37d2bb88bfc,1,"gagal trus ambil antrian,,, padahal biasanya baik"" aja",gagal trus ambil antrian padahal biasanya baik aja,Negative
460d8384-124d-4df8-b38d-1024ee52ecdc,3,pulsa ada jariyah baik tp verifikasi tidak muncul gmna ini lagi urgy banget,pulsa ada jariyah baik tp verifikasi tidak muncul gmna ini lagi urgy banget,Neutral
b8603cfb-11ec-4514-ad0d-dc2736ce3962,3,daftar pelayanan kesehatan melalui jkn sering gagal. dan nama nama dokter tidak update.,daftar pelayanan kesehatan melalui jkn sering gagal dan nama nama dokter tidak update,Neutral
7069d193-f2e5-4f51-8e1b-59d088c157ee,1,"aplikasi aneh ,,, tau tau long out sediri , kaya longin gampang ,,apa gunanya ada pembaruan , klu cuman nyusahin",aplikasi aneh tau tau long out sediri kaya longin gampang apa gunanya ada pembaruan klu cuman nyusahin,Negative
f0b58d06-f93e-43d6-b7b3-cbab0191bb4a,5,mudah digunakan aplikasi ini . terimakasih,mudah digunakan aplikasi ini terimakasih,Positive
a9c3e34f-7c78-4c04-8411-dc969b9e7682,1,"perbaiki server kalian tolong. jangan perbanyak tidur, kerja kalian tolong. orang make aplikasi ini usulan kalian utk mempermudah berobat. ini masalah kek begini orang jadi susah berobat. TOLONG KALIAN KERJA.",perbaiki server kalian tolong jangan perbanyak tidur kerja kalian tolong orang make aplikasi ini usulan kalian utk mempermudah berobat ini masalah kek begini orang jadi susah berobat tolong kalian kerja,Negative
221de322-d3b2-4af8-891b-b730ed300b6f,1,ruwettt,ruwett,Negative
75ce5c6f-9dce-4478-8d58-a7ca32e59eb3,1,captcha nya buruk gabisa login udah beberapa hari gimana sih gabener sekali buat aplikasi,captcha nya buruk gabisa login udah beberapa hari gimana sih gabener sekali buat aplikasi,Negative
08a85aac-ac5f-42a6-a303-20d83f0935cb,3,sulit login,sulit login,Neutral
4abf3766-e3aa-406f-b98d-45a53d149709,3,sering eror tidak bisa daftar online,sering eror tidak bisa daftar online,Neutral
4fc1bb38-4e9a-4b69-83ad-0b8dbe0e3233,4,kinerja jkn bagus,kinerja jkn bagus,Positive
a955cc65-d199-4dd8-909e-3ec10d54a75a,5,baik dan pusing 7 keliling,baik dan pusing keliling,Positive
d7747c41-ba6d-4f00-b11e-ed74473209c1,3,"Jujur ya ini aplikasi tidak bagus, tapi terpaksa harus download. Sinyal bagus kok bisa-bisanya ada tulisan koneksi buruk, padahal yg lemot banget aplikasinya. Apa kagak ada niat utk memperbaiki ini aplikasi.?",jujur ya ini aplikasi tidak bagus tapi terpaksa harus download sinyal bagus kok bisabisanya ada tulisan koneksi buruk padahal yg lemot banget aplikasinya apa kagak ada niat utk memperbaiki ini aplikasi,Neutral
1d123f61-e4ee-4228-9c3f-9dc3dcde6312,1,mau daftar kontrol tapi error dan sering log out sendiri aplikasinya,mau daftar kontrol tapi error dan sering log out sendiri aplikasinya,Negative
ed69cba4-9f22-4d7d-a104-41b7e327bd43,5,bermanfaat sekali,bermanfaat sekali,Positive
e77d4498-ef48-4bd4-b7ca-2c81c7ea31f5,1,mau ambil foto pas daftar aja susah banget harus senyum harus kedip harus hadap ke kanan ribet banget padahal mau berobat eh di persusah sama aplikasi,mau ambil foto pas daftar aja susah banget harus senyum harus kedip harus hadap ke kanan ribet banget padahal mau berobat eh di persusah sama aplikasi,Negative
58bb6bb8-9ac8-49ba-b5e1-8214c20cefe2,2,verifikasi perpindahan faskes perlu ditingkatkan lagi. kalau perlu beserta KTP. karena saya coba ganti faskes untuk ibu saya malah punya ayah saya yang ganti padahal sudah verifikasi wajah yang harusnya tidak bisa disetujui,verifikasi perpindahan faskes perlu ditingkatkan lagi kalau perlu beserta ktp karena saya coba ganti faskes untuk ibu saya malah punya ayah saya yang ganti padahal sudah verifikasi wajah yang harusnya tidak bisa disetujui,Negative
e370deff-cc43-4214-801d-1a5fd695d11c,5,terbsik,terbsik,Positive
d1945203-0394-46b6-b33f-44809c870888,1,"apk setan,tambah lama tambah sulit untuk berobat,untuk login selalu gagal, kalau memang tidak bisa membantu masyarakat setidaknya jangan mempersulit masyarakat untuk mendapatkan hak berobat.",apk setantambah lama tambah sulit untuk berobatuntuk login selalu gagal kalau memang tidak bisa membantu masyarakat setidaknya jangan mempersulit masyarakat untuk mendapatkan hak berobat,Negative
9bc505ed-9293-4566-b923-41d538bd8179,1,"tolonglah knp tidak bisa daftar terus sih padahal sdah berapa kali coba,",tolonglah knp tidak bisa daftar terus sih padahal sdah berapa kali coba,Negative
e033f9a6-3cd2-4095-8cb0-88af3ad12d9a,3,FORZA TIMNAS INDONESIA,forza timnas indonesia,Neutral
0e4e08b2-74a6-4686-840a-469cc2b79dbe,4,bagus terimakasih,bagus terimakasih,Positive
598fe77e-9242-4ae9-86da-b646202adec5,2,"Captcha tidak muncul, hanya reload saja, sudah coba diberagam HP dan jaringan, hasilnya tetap sama.",captcha tidak muncul hanya reload saja sudah coba diberagam hp dan jaringan hasilnya tetap sama,Negative
e27cf7e6-abb9-42d8-a8d5-d6c2da063d65,1,"ini gimana yaaa solusi nya, abis diperbaharui malah ke logout, mau masuk lagi kode captcha nya ga muncul"" 😩 please lah ini urgent bgt",ini gimana yaa solusi nya abis diperbaharui malah ke logout mau masuk lagi kode captcha nya ga muncul weary_face please lah ini urgent bgt,Negative
450a656f-2b2f-4e65-8c17-7da2fe50ee80,3,"Kenapa Waktu Masukan No NIK saya, bisa muncul Nama orang lain? apabisa satu No NIK di Pakai dua org yang berbeda???",kenapa waktu masukan no nik saya bisa muncul nama orang lain apabisa satu no nik di pakai dua org yang berbeda,Neutral
a0c994e7-c0a9-4a76-9b06-696b7643bacf,3,"sering logout, giliran login susah bgt",sering logout giliran login susah bgt,Neutral
cf47eff4-61a2-4781-ab21-af4a03680b84,3,"jaringan padahal enak"" aja tapi masih aja tidak dapat di proses memuat",jaringan padahal enak aja tapi masih aja tidak dapat di proses memuat,Neutral
5419c025-a7fe-4280-ad41-9edde7bac87a,3,TOLONG DIPERBAIKI UNTUK SISTEM PENDAFTARANNYA kenapa selalu ada kendala? kenapa selalu bilang tidak tersedia? padahal jelas-jelas dokternya tersedia di hari dan jam tersebut.,tolong diperbaiki untuk sistem pendaftarannya kenapa selalu ada kendala kenapa selalu bilang tidak tersedia padahal jelasjelas dokternya tersedia di hari dan jam tersebut,Neutral
19506402-bbb5-486a-98d9-49b079f3e1a8,5,"sangat membantu, smua proses gampang👍👍👍👍👍",sangat membantu smua proses gampangthumbs_upthumbs_upthumbs_upthumbs_upthumbs_up,Positive
f1cde5cf-d654-4f45-abec-d28c4a6c71f0,3,"coba tolong di perbaiki sistem apknya klo mau ganti kata sandii jangan di bikin ribet, susah banget mau ganti kata sandi doang, overall semua udah bagus. kata sandi doang ini tolong di permudah lagi. aplikasi yang ada kata sandi bukan jkn doang, ga semua di inget. PLISSSSSSS",coba tolong di perbaiki sistem apknya klo mau ganti kata sandii jangan di bikin ribet susah banget mau ganti kata sandi doang overall semua udah bagus kata sandi doang ini tolong di permudah lagi aplikasi yang ada kata sandi bukan jkn doang ga semua di inget pliss,Neutral
08a85aac-ac5f-42a6-a303-20d83f0935cb,3,sulit login,sulit login,Neutral
adfe201f-9670-4b6f-a8ac-98f4e6855c53,5,Membantu dan sangat memudahkan,membantu dan sangat memudahkan,Positive
d3f8b8b0-ff99-440d-9e06-9968d652b132,5,mudah kadang pabelit,mudah kadang pabelit,Positive
5f9c7951-65fd-400c-8316-38d851aac94e,5,banyak solusi yang diberikan ketika mengalami kendala saat penggunaan aplikasi,banyak solusi yang diberikan ketika mengalami kendala saat penggunaan aplikasi,Positive
6ac1d46d-2765-4a87-bec5-24d0d10fd894,4,"terlalu sering update, aplikasi belum dipakai update lagi 😔 , bagus sih buat aplikasi kedepannya tp tiap mau menggunakan suruh updt trus",terlalu sering update aplikasi belum dipakai update lagi pensive_face bagus sih buat aplikasi kedepannya tp tiap mau menggunakan suruh updt trus,Positive
d148ede1-dc65-433d-80a1-d419d6794ce1,3,"mau perubahan data ngga bisa terus, permintaan tdk dpt diproses terus. aneh aplikasinya",mau perubahan data ngga bisa terus permintaan tdk dpt diproses terus aneh aplikasinya,Neutral
12f07ce3-5de0-47d5-85cc-c31d10f2217c,5,guna kesehatan,guna kesehatan,Positive
4aca4514-d4da-405a-9be6-28a66648ef3c,5,"aplikasi kaga jelas,masa bayar telat sama dendanya sama..ga ngotak",aplikasi kaga jelasmasa bayar telat sama dendanya samaga ngotak,Positive
295ed69d-132f-45fb-9208-80311e379126,1,"logout teeusss , masuk lagi gabisa",logout teeuss masuk lagi gabisa,Negative
980ed244-3b77-4601-8027-68512da7ef87,5,Semoga semakin hari semakin lebih baik dan semua dipermudah... terimakasih,semoga semakin hari semakin lebih baik dan semua dipermudah terimakasih,Positive
11c9b912-b01d-4018-a9e7-c9ff8bf137da,2,sangat muak aplikasi sering keluar2 sendri harus ngisi data lagi buat msuk ke aplikasi..muak banget karena enggak sekali 2 kali...kenapa si tiba2 keluar akun saat buka aplikasinya...????heran🤔🤔🤔🤔🤪,sangat muak aplikasi sering keluar sendri harus ngisi data lagi buat msuk ke aplikasimuak banget karena enggak sekali kalikenapa si tiba keluar akun saat buka aplikasinyaheranthinking_facethinking_facethinking_facethinking_facezany_face,Negative
c0b30c1f-9ef4-418a-aff8-b79e065e1ffc,3,"saya mendaftarkan BPJS kesehatan, dari tahun 2023, baru kali ini minta kode otp ga masuk"" giliran ganti nomor dan email sudah berhasil, tetep aja ga bisa verifikasi kode otp, malah alamat email belum terdaftar, pembaharuan aplikasi malah tambah parah bug Mulu",saya mendaftarkan bpjs kesehatan dari tahun baru kali ini minta kode otp ga masuk giliran ganti nomor dan email sudah berhasil tetep aja ga bisa verifikasi kode otp malah alamat email belum terdaftar pembaharuan aplikasi malah tambah parah bug mulu,Neutral
cf936ae1-84b3-43d5-89ab-03f5a0a8c19d,2,apk mempersulit sudah dilunasi malah ga bisa login hh,apk mempersulit sudah dilunasi malah ga bisa login hh,Negative
087dded0-a116-4c0a-adff-8d4af98d6c92,1,"kacau ni aplikasi ,,,udh login tiba2 log out sendiri login lg data sudah betul di bilang nik salah itu ini kacau parah banget",kacau ni aplikasi udh login tiba log out sendiri login lg data sudah betul di bilang nik salah itu ini kacau parah banget,Negative
083aac1f-2af7-4e08-bba8-2c2c7fd3d0c8,5,efektif,efektif,Positive
02d1ac90-7622-4897-923e-95a5ada88893,1,selama ini lancar2aj tapi begitu di update semua jadi kacau.nmer hp yng saya daftarka berbeda email dan nmer hp saya tidak aktif.amplikasi ap ini memper mudah apa mempersulit,selama ini lancaraj tapi begitu di update semua jadi kacaunmer hp yng saya daftarka berbeda email dan nmer hp saya tidak aktifamplikasi ap ini memper mudah apa mempersulit,Negative
cac4538b-0e41-4346-8747-07c31838ca04,3,"tolong dong... diperbaiki lagi app nya. udh masuk dan login tiba"" kluar lagi di buat daftar kontrol ribet banget",tolong dong diperbaiki lagi app nya udh masuk dan login tiba kluar lagi di buat daftar kontrol ribet banget,Neutral
f81e8fed-7cda-4912-ba48-36113b1ee8d8,3,"udah bisa log in, tapi tiba2 log out dan susah masuk lagi, giliran bisa harus isi autodebet, tapi itu juga gk jadi2.. duh Ribet bgt, mana skrg gk ada kartu fisiknya.. cuma mau log in saja susahnya minta ampun.",udah bisa log in tapi tiba log out dan susah masuk lagi giliran bisa harus isi autodebet tapi itu juga gk jadi duh ribet bgt mana skrg gk ada kartu fisiknya cuma mau log in saja susahnya minta ampun,Neutral
65cfe059-6005-4419-8846-aa24467da598,3,sudah melakukan pembayaran tetapi masih ada tagihan & jika mengecek kartu status aktif tetapi di menu status belum aktif....gimana ini.....???,sudah melakukan pembayaran tetapi masih ada tagihan jika mengecek kartu status aktif tetapi di menu status belum aktifgimana ini,Neutral
6c01c9f0-dd52-441c-b8f5-b6e24fc5df19,3,"RIBET MASUKNYA..!!! BILANG AJA,KALO MISALKAN SALAH PASS,BUKAN NGASIH NOTIF NO NIK YG SALAH..!!!!",ribet masuknya bilang ajakalo misalkan salah passbukan ngasih notif no nik yg salah,Neutral
a0c994e7-c0a9-4a76-9b06-696b7643bacf,3,"sering logout, giliran login susah bgt",sering logout giliran login susah bgt,Neutral
eeacaf60-6f6b-424a-bbce-93120e95f03e,5,Aplikasi Terbaik,aplikasi terbaik,Positive
bf7ef715-1ec2-4f18-9f97-8f3c3b9cf839,4,"kemarin2 bisa daftar online, minggu ini saya tidak bisa lagi daftar online, apakah ada perbaikan dari jkn",kemarin bisa daftar online minggu ini saya tidak bisa lagi daftar online apakah ada perbaikan dari jkn,Positive
9a06ce24-186b-458d-ac0f-25108a423214,4,kenapa tiba-tiba aplikasinya logout sendiri dan harus daftar lg y. apalagi sy sempat dpt wa dari bpjs tp yg kemarin wa tsb meragukan krn anggota keluarga yg ditanggung jd 8 orang 🙈,kenapa tibatiba aplikasinya logout sendiri dan harus daftar lg y apalagi sy sempat dpt wa dari bpjs tp yg kemarin wa tsb meragukan krn anggota keluarga yg ditanggung jd orang seenoevil_monkey,Positive
063e9d60-0b62-4dfa-bcbf-33c74c41ee0c,3,"setiap mau gunakan aplikasi harus loging dulu,dengan nik,padahal engga semua orang hafal nik nya masing2,harus ribet dulu padahal kondisi lgi urgent",setiap mau gunakan aplikasi harus loging duludengan nikpadahal engga semua orang hafal nik nya masingharus ribet dulu padahal kondisi lgi urgent,Neutral
276b9e9b-aff9-421e-a5a9-37c4c88fc46e,3,"Banyak bug nya , nyusahin penggunaa",banyak bug nya nyusahin penggunaa,Neutral
6a76268b-40d5-4b7d-a273-e8e118fc3f1e,5,bagus..,bagus,Positive
88d7bda8-49b8-44ec-a00c-9152ddc8e1ed,1,"aplikasi jelek. log in captcha ndak muncul. masak mau priksa nunggu in kayak gini ndak jelas. paket data ada, wifi juga ada. captcha ndak muncul juga. kalian dosa sama rakyat",aplikasi jelek log in captcha ndak muncul masak mau priksa nunggu in kayak gini ndak jelas paket data ada wifi juga ada captcha ndak muncul juga kalian dosa sama rakyat,Negative
d9923f42-ab90-4c71-b1c7-a5aef3746e2f,5,sangat bermanfaat bagi masyarakat,sangat bermanfaat bagi masyarakat,Positive
42dce9c6-b8e9-4a78-8b7a-664edc6f763c,1,Aneh masak belum dibuka pendaftaran sudah ada 7 orang. terus di screenshot ga bisa. kalau kritik di aplikasi langsung ga bisa. kocak bener,aneh masak belum dibuka pendaftaran sudah ada orang terus di screenshot ga bisa kalau kritik di aplikasi langsung ga bisa kocak bener,Negative
68762934-0d44-4dfd-aa07-62989814af8b,1,"dulu jkn mobile bisa didonlod sekarang gak bisa didounlod,padahal aku pake hp vivo v5 yang lumayan ram 4 gb....",dulu jkn mobile bisa didonlod sekarang gak bisa didounlodpadahal aku pake hp vivo v yang lumayan ram gb,Negative
b7fe438b-1ab8-47b9-a9da-e15aed48634d,4,"ribet pas mau di pake harus login terus, sedangkan nomer verifikasi ke sms telat",ribet pas mau di pake harus login terus sedangkan nomer verifikasi ke sms telat,Positive
68c2e808-fba2-4dd7-8644-5167e6b6df27,3,kenapa pas sya mengambil antrian online gak bisa malah data RT RW nya malah hilang,kenapa pas sya mengambil antrian online gak bisa malah data rt rw nya malah hilang,Neutral
13a32dc5-5510-4a42-8ab9-ffe052451023,4,bluk,bluk,Positive
4ccdc48c-8e0a-4fef-befa-dcfde8bfcc07,5,sangat puas sekali,sangat puas sekali,Positive
096cb7b8-c442-42ed-872e-aa03dacf046d,1,DISURUH NGE WA PANDAWA PAS UDAH DI CHAT MALAH KEBLOKIR.,disuruh nge wa pandawa pas udah di chat malah keblokir,Negative
d641d80e-ee87-40ae-b9d3-d4c341ffa508,5,Mantap. Aplikasinya sangat oke banget,mantap aplikasinya sangat oke banget,Positive
d97ed4c4-ed57-46b9-ac6c-011ad3e31e72,1,"apk tolol sumpah,pas buka apk nya selalu offline padahal pakai wifi offline darimana coba apk bosokk!!!!",apk tolol sumpahpas buka apk nya selalu offline padahal pakai wifi offline darimana coba apk bosokk,Negative
71be37de-b053-4d90-907e-c24d8f091e79,1,"benciii bangett ama nih aplikasi, kenapa dipersulittt sih????? kan nenek ku mau berobat dan ambil antrean ke rs, ada masalah terus di akun selalu tiba tiba ke ulang dan harus login kembali kalo udah lama ga digunain. terus pas MAU login udah masukin NIK+PASSWORD DENGAN SESUAI malah tulisannya NIK/PASSWORD yg dimasukkan salah.. DAN waktu pakai wifi (yg jaringannya super kenceng) captcha nya ga mau muncul dan loading terus. pas pake kuata baru muncul. ini nyusahin aku banget sih sebagai anak rumah",bencii bangett ama nih aplikasi kenapa dipersulitt sih kan nenek ku mau berobat dan ambil antrean ke rs ada masalah terus di akun selalu tiba tiba ke ulang dan harus login kembali kalo udah lama ga digunain terus pas mau login udah masukin nikpassword dengan sesuai malah tulisannya nikpassword yg dimasukkan salah dan waktu pakai wifi yg jaringannya super kenceng captcha nya ga mau muncul dan loading terus pas pake kuata baru muncul ini nyusahin aku banget sih sebagai anak rumah,Negative
9c45390f-8d45-4e30-a8af-e2cedd88bf59,5,"sangat membantu, mempermudah urusan bpjs",sangat membantu mempermudah urusan bpjs,Positive
cb87da5c-be14-4d04-8a68-7533aa09a28c,1,apk gagal kah ini mau verivikasi sulit sekali,apk gagal kah ini mau verivikasi sulit sekali,Negative
448ccb69-5b59-460e-b5a8-f7cddabf606f,1,aplikasi punya pemerintah tapi kaya ga niat buatnya,aplikasi punya pemerintah tapi kaya ga niat buatnya,Negative
381bb519-7b8c-481a-a2a1-242a3b3d1669,3,tolong dong untuk di perbaiki lagi layanan administrasinya saya berulang kali ganti alamat via WhatsApp Pandawa sudah isi alamat yg benar di form tetep masih salah saja padahal sudah minta Poto kartu keluarga masa masih salah alamat di surat dengan alamat di kartu,tolong dong untuk di perbaiki lagi layanan administrasinya saya berulang kali ganti alamat via whatsapp pandawa sudah isi alamat yg benar di form tetep masih salah saja padahal sudah minta poto kartu keluarga masa masih salah alamat di surat dengan alamat di kartu,Neutral
bf8aea2c-2fc5-4e9c-9ce9-e99279a0f63d,1,"apknya eror ya masak sandi salah terus,giliran tanya lupa kata sandi kirim kode otp nggk bisa,suruh coba lagi terus, tolong di benerin dong apknya",apknya eror ya masak sandi salah terusgiliran tanya lupa kata sandi kirim kode otp nggk bisasuruh coba lagi terus tolong di benerin dong apknya,Negative
7e0eef48-6c14-433e-816c-e7a450d2d194,5,sangat mudah penggunaannya,sangat mudah penggunaannya,Positive
fad01aa1-88f7-4d70-aa5c-680f2bcb794c,3,error gak bisa login,error gak bisa login,Neutral
5ead0493-924c-46ce-9c92-803eb33a7cb7,5,"sudah kurang lebih 10 tahun jadi anggota BPJS mandiri, Alhamdulillah pelayanan lancar lancar aja, asal jangan nunggak byr preminya😅",sudah kurang lebih tahun jadi anggota bpjs mandiri alhamdulillah pelayanan lancar lancar aja asal jangan nunggak byr preminyagrinning_face_with_sweat,Positive
e804c49e-9e81-4d08-b3f5-7a50d5d882f9,3,"kenapa anak saya tidak masuk ke aplikasi, apakah stiap anggota harus memiliki akun masing² sedang kan anak saya masih kecil dan tidak memiliki handphone",kenapa anak saya tidak masuk ke aplikasi apakah stiap anggota harus memiliki akun masing² sedang kan anak saya masih kecil dan tidak memiliki handphone,Neutral
0f6ece6f-3515-406a-9d31-00635cd5ff0b,1,"tidak bisa di akses, selalu muncul notifikasi percobaan gagal saat mau login.",tidak bisa di akses selalu muncul notifikasi percobaan gagal saat mau login,Negative
85c06a9f-a01a-441f-844b-ee599d1ee491,5,terimakasih jkn semakin sukses,terimakasih jkn semakin sukses,Positive
c8562bd2-f4c4-4104-8267-58e9b4a894d2,1,susah daftar ulang-ulang terus,susah daftar ulangulang terus,Negative
ea0d093e-849b-42e7-b1a9-85eda3973660,5,"bagus ,, jdi tau aktif BPJS ku atau tidak",bagus jdi tau aktif bpjs ku atau tidak,Positive
4d363091-b2da-4a63-ac4f-c992df80cc9f,1,aplikasi paling aneh yang pernah di install. sekelas aplikasi pemerintah tp aplikasiny suka keluar masuk akun 😂,aplikasi paling aneh yang pernah di install sekelas aplikasi pemerintah tp aplikasiny suka keluar masuk akun face_with_tears_of_joy,Negative
5850fbaa-a325-4378-af86-84c8e247161a,5,aman terpecaya,aman terpecaya,Positive
aa32e19f-7e4f-41d8-95de-317b107ee1cc,1,"apk ga bisa di gunakan , padahal jaringan wifi bagus , data juga oke tapi masih ttp ga bisa",apk ga bisa di gunakan padahal jaringan wifi bagus data juga oke tapi masih ttp ga bisa,Negative
4a3c5c79-4bcd-4141-b811-201c01e81441,1,apk tolol gak guna,apk tolol gak guna,Negative
6177f1f7-8328-4091-9151-4bc9a180401c,5,TOP BANGET,top banget,Positive
44404ff7-40f1-4385-b2d9-10df0e613067,1,ga bisa login woy,ga bisa login woy,Negative
bdd849c0-642b-4f18-95c6-cc7f4817e75c,1,"ini aplikasi kenapa yaa mempersulit sekali, saya mau daftar jadwal kontrol ibu saya tetapi selalu ada tulisan ""nomor antrian hanya dapat diambil 1 kali pada tanggal yang sama"" padahal saya baru 1 kali ambil. selalu begitu itu kenapa ya. jaringan internet dll juga bagus",ini aplikasi kenapa yaa mempersulit sekali saya mau daftar jadwal kontrol ibu saya tetapi selalu ada tulisan nomor antrian hanya dapat diambil kali pada tanggal yang sama padahal saya baru kali ambil selalu begitu itu kenapa ya jaringan internet dll juga bagus,Negative
e9de92d4-9f6f-46de-9658-ec973d4ded05,5,baguss sekali,baguss sekali,Positive
80bfdc1e-2e3b-4297-aac9-33ad2ab2cf90,5,ok mantap terkadang ada juga kendala nya,ok mantap terkadang ada juga kendala nya,Positive
53be9be0-af9d-4f0c-be76-beac75d32e19,3,akun saya sudah di riset dari kantor BPJS tpi knp apk ini masih tidak bisa saya daftar ulang untuk masuk... maaf tolong admin bagaimana solusi,akun saya sudah di riset dari kantor bpjs tpi knp apk ini masih tidak bisa saya daftar ulang untuk masuk maaf tolong admin bagaimana solusi,Neutral
